3	92	8
73	92	8
34	67	8
17	36	8
35	44	8
90	92	8
5	43	8
5	82	8
44	92	8
43	86	8
55	66	8
17	35	8
54	76	8
38	48	8
36	45	8
3	63	8
4	43	8
31	43	8
24	64	8
58	76	8
35	98	8
17	57	8
65	88	8
38	55	8
47	55	8
35	100	8
28	57	8
55	64	8
4	59	8
27	77	8
35	42	8
28	54	8
43	64	8
9	61	8
23	61	8
59	73	8
12	28	8
34	68	8
40	68	8
13	80	8
76	88	8
35	97	8
66	78	8
24	44	8
38	43	8
12	51	8
76	81	8
3	74	8
82	100	7
29	82	7
32	33	7
26	31	7
67	96	7
82	96	7
63	82	7
9	63	7
32	75	7
10	32	7
8	74	7
9	30	7
66	87	7
70	71	7
6	71	7
21	61	7
70	80	7
13	36	7
14	53	7
31	73	7
9	53	7
35	78	7
69	88	7
53	76	7
38	63	7
18	68	7
56	69	7
62	69	7
4	99	7
35	94	7
38	56	7
19	53	7
46	61	7
74	80	7
70	81	7
48	95	7
71	80	7
27	67	7
4	94	7
47	95	7
38	99	7
1	35	7
66	92	7
35	54	7
29	34	7
34	90	7
24	53	7
45	78	7
67	92	7
53	59	7
35	63	7
35	38	7
48	68	7
9	66	7
5	79	7
43	69	7
56	68	7
55	94	7
35	79	7
61	79	7
43	50	7
18	86	7
2	75	7
44	72	7
61	72	7
24	65	7
36	65	7
43	56	7
30	43	7
40	51	7
40	61	7
54	57	7
19	35	7
27	47	7
47	61	7
3	72	7
1	17	7
17	44	7
66	98	7
17	55	7
23	59	7
31	48	7
63	76	7
17	54	7
92	93	7
17	18	7
43	72	7
59	88	7
2	98	7
17	75	7
42	55	7
43	60	7
43	63	7
4	61	7
10	27	7
67	76	7
65	76	7
35	85	7
61	65	7
9	76	7
14	97	7
36	72	7
13	72	7
68	77	7
11	85	7
42	65	7
55	97	7
55	70	7
12	42	7
17	81	7
12	17	7
12	23	7
27	88	7
17	97	7
58	70	7
25	84	6
64	67	6
33	63	6
36	98	6
16	82	6
44	67	6
75	82	6
82	86	6
9	23	6
29	37	6
10	23	6
44	63	6
14	81	6
14	30	6
66	73	6
62	95	6
30	74	6
10	50	6
50	70	6
49	74	6
27	96	6
29	74	6
53	90	6
53	100	6
9	22	6
30	67	6
50	61	6
27	72	6
75	87	6
14	58	6
62	85	6
1	97	6
1	69	6
61	75	6
30	78	6
57	94	6
18	21	6
6	80	6
54	94	6
38	78	6
86	90	6
38	62	6
4	62	6
31	79	6
38	79	6
41	94	6
70	77	6
75	94	6
38	50	6
73	94	6
39	68	6
